action,item id,item name,item code,item information
edit,204108,"BOSCH GAS 18V-1 Professional Cordless Vacuum Cleaner, 0 601 9C6 2K1",N37VACU7891229,
edit,204110,"Adaptor For Flash Card of 128mm,pretec",N38KATA2925003,
edit,204111,"Supply of Switzer make FLOW Switch MODEL: HR-8-1-2-0, RANGE : 0.5 TO 5 LPM OF WATER CONN.: 1/4 inch BSP F RATING: SPDT, 5A 250 VAC",N38BFWM2949022,
edit,204112,PRETEC 128 MB Compact Flash - CFY128-CR,N38KATA2925004,
edit,204113,"Zebra brand polyester webbing sling with reinforced loops at both ends confirming to EN-1492 part 1 with mfgr’s test certificate for proof load. Type Duplex, Model-KDF. Width 50mm xSWL 2T x 5Mtr",N80ZEBRAPOLYBEBSLNG,
edit,204114,Hose cutter ( Kennedy make 588 - 500 model)Part no KEN5885000K,N31HOSCTERKENMKE,
edit,204116,ABB AC Drive Model : ACS560-01-012A6-4,N38EM-010-0018,
edit,204117,Premium U 600 30:1 Worm Gear Box Double Input shaft Ratio,N36EM-009-0070,
edit,204118,Venus Make SS MIG wire 308LSi 1.2mm,N36SSMIGWIRE308LSI,
edit,204119,LUBI make 80 MM size outlet submersible sewage pump Model LFP - 3335,N35PUMP0550020,"<div><h3>LUBI 3 H.P (3PH) LFP Series Sewage Pump LFP-3335</h3>
<ul>
<li><b>Power :&nbsp;</b>3 H.P. - Three Phase</li>
<li><b>Head Range :&nbsp;</b>3.2 to 19.3 Meter</li>
<li><b>Flow rate :&nbsp;</b>1000 to 50 L.P.M.</li>
<li><b>Solid Handling Capacity :&nbsp;</b>35 mm</li>
<li><b>Inlet / Outlet :&nbsp;</b>80 mm (3"")</li>
<li><b>Warranty :</b>&nbsp;1 Year ( Applicable on Water pumps &amp; Motors only )</li>
</ul></div>"
edit,204120,Multi-Element Metallo-Organic CRM  V26 Wear Metals – 900 µg/g  - 1 No. with Calibration certificate,N55METAORG-CRMV26,
edit,204122,VHG AN 3-mgKIOH/gm standard in hydrocarbon TAN Volume – 50 grams with Calibration certificate,N55HYDROCR-VGH-AN3MG,
edit,204162,JAGUAR CP EXTENCTION SIZE 1/2&quot; X 4&quot;,N35BATHROOMFITTING15,
edit,204163,HINDWARE MAKE SENSOR URINAL -ONLY SENSOR EYE,N35BATHROOMFITTING16,
edit,204123,MAGNUM MAKE N95 MASK 3D TYPE NIOSH APPROVED PROTECTION AGAINST AIRBORNE DISEASES LIKE H1 N1 DRUG RESISTANT TUBERCULOSIS SARS,N69MASKN95MAGNUM01,"<div>
<table>
<tbody>
<tr>
<td class=""tdwdt"">Certification</td>
<td class=""tdwdt1 color6"">Niosh</td>
</tr>
<tr>
<td class=""tdwdt"">Disposability</td>
<td class=""tdwdt1 color6"">Reusable</td>
</tr>
<tr>
<td class=""tdwdt"">Material</td>
<td class=""tdwdt1 color6"">non woven</td>
</tr>
<tr>
<td class=""tdwdt"">Model</td>
<td class=""tdwdt1 color6"">3D</td>
</tr>
<tr>
<td class=""tdwdt"">Usage</td>
<td class=""tdwdt1 color6"">Coronavirus</td>
</tr>
<tr>
<td class=""tdwdt"">Colour</td>
<td class=""tdwdt1 color6"">as per photo</td>
</tr>
</tbody>
</table>
</div>"
edit,204125,"UV Filter Model-370419120, serial no-375894/78,voltage-250V/50Hz",N37UVFILTER9120,
edit,204126,"Beluk make controller , model - BLR CX",N37BLRCONTR0LLER001,
edit,204129,Flywheel housing cover 3mm thick 720 mm dia,N50KALIKAFHCOVER,
edit,204134,"SPANNR,12-13, TAPARIYA",N31EG-016-0007,
edit,204135,Taparia TTB 5Tools Trolley with 5 Drawers MOVABLE MODEL NO.TTB5,N82TOOLTROLLEY1,"<div>
<h1>ools Trolley</h1>
<p><b>TAPARIA</b>&nbsp;Tools Trolley is:-</p>
<p>&bull; Reinforced double wall frame with single piece casting enables high strength and long life.</p>
<p>&bull; High quality ball bearing slides enable smooth drawer opening.</p>
<p>&bull; Rear locking system avoids opening of the drawers.</p>
<p>&bull; The Castors are smooth,strong &amp; chemical resistant and have a load capacity of upto 550lbs.</p>
<p>&bull; Superior powder coating on the cabinates gives extra rust protection and good looks.</p>
<p>&bull; Available in 2 models- i)Tools trolley with 5 drawers and ii)Tools trolley with 7 drawers.</p>
</div>"
edit,204136,VHG BN 10-10mgKOH/g m standard  Hydrocarbon  volume – 50 grams with Calibration certificate,N55HYDROCR-VHG-BN,
edit,204137,VHG AN 3-mgKIOH/gm standard in hydrocarbon TAN Volume – 50 grams with Calibration certificate,N55HYDROCR-VHG-AN3MG,
edit,204142,"HALF FACE PIECE, CODE NO. 3M MASK 6200",N69-3M6200MASK,
edit,204143,"ORGANIC VAPOUR CARTRIDGE , 3M 6003",N69-3M6003CART,
edit,204144,WILO Pump drive assembly MISO 100-400,N35WILOPUMPDRIVE0001,
edit,204145,WILO Pump drive assembly MISO 80-250,N35WILOPUMPDRIVE0002,
edit,204146,WILO Pump drive assembly MISO 125-400,N35WILOPUMPDRIVE0003,
edit,204147,HAND SANITIZER IN 250 ML PACK,N43HANDSANITISER04,
edit,204149,JAGUAR URINAL BOTTLE TRAP 300X125 773NL,N35BATHROOMFITTING02,
edit,204150,JAGUAR BASINS BOTTLE TRAP [ CAT. 769 ],N35BATHROOMFITTING03,
edit,204154,JAGUAR HAND SHOWER -HEALTH FOUCET CAT.NO.573,N35BATHROOMFITTING07,
edit,204156,HIDWARE SENSO URINAL SENSO KIT ONLY 60007,N35BATHROOMFITTING09,
edit,204157,JAGUAR WATER HOSE PIPE 18&quot;LENGTH-1/2 INCH PVC INLET,N35BATHROOMFITTING10,
edit,204158,JAGUAR Water Inlet Hose Pipe 12”x1/2”,N35BATHROOMFITTING11,
edit,204159,JAGUAR Urinal PVC Drain Pipe- Coupling Fitting,N35BATHROOMFITTING12,
edit,204160,JAGUAR PVC FLOOR TRAP ANTI COCKROCH -WHITE,N35BATHROOMFITTING13,
edit,204161,JAGUAR CP EXTENCTION SIZE 1/2&quot; X 2&quot;,N35BATHROOMFITTING14,
edit,204164,PVC FLOOR TRAP 3924 (18),N35BATHROOMFITTING17,
edit,204165,HINDWARE MAKE SENSOR URINAL ONLY BATTERY BOX.,N35BATHROOMFITTING18,
edit,204166,LIFEBUOY SOAP ( 125 GMS.),N43LIFEBUOY,
edit,204167,GODREJ CINTHOL SOAP ( 100 GMS.),N43GSOAP0001,
edit,204168,Talentum UV/IR2 Flame detector,N39TALENTUMUVIR2,
edit,204169,Adjustable bracket for UV/IR2 Flame detector,N39ADJUSTABLEBRACKET,
edit,204171,"INDUCTOSYN HEAD (SLIDER) , FOR VARIOUS LINEAR INDUCTOSYN SCALES. Type:MPS100ASL",N380XBW2490116,
edit,204188,GREASE CHEVRON SR1  2 35 LB 15.89 KG. BUCKET PAIL MOQ 24 PAIL,N56CHVRGREASE1,"<div>
<p>Chevron SRI Grease 2 is a high temperature ball and roller bearing grease.</p>
<p><a title=""MSDS"" href=""https://cglapps.chevron.com/sdspds/SDSDetailPage.aspx?docDataId=453800&amp;docFormat=PDF"" target=""_blank"" rel=""noopener"">https://cglapps.chevron.com/sdspds/SDSDetailPage.aspx?docDataId=453800&amp;docFormat=PDF</a></p>
<p>&nbsp;</p>
<h4>Features</h4>
<p>&nbsp;</p>
<ul>
<li>Wide application range &mdash; Suitable for high rpm operation, operating temperatures ranging from -30&deg;C to 177&deg;C (-22&deg;F to 350&deg;F).</li>
<li>Excellent oxidation stability &mdash; Provides exceptional bearing life at operating temperatures in the range of 93&deg;C to 177&deg;C (199&deg;F to 350&deg;F)</li>
<li>Excellent rust protection &mdash; Provides rust protection as defined by ASTM D5969 with 10% Synthetic Sea Water</li>
</ul>
</div>"
edit,204189,RH50 Hydraulic Press head- Crimping Force 50 Kn( With VAL-P1 Make-Cembre,N78-HYDPRESSHEADRH50,
edit,204190,MA2.3-50 MA2.3-50- NEST DIE Make -Cembre,N78-NESTDIEMA2350,
edit,204191,MA5-50 MA5-50- NEST DIE Make -Cembre,N78-NESTDIEMA550,
edit,204192,PA5-50 PA5- INDENTOR DIE Make- Cembre,N78-INDENTORDIEPA550,
edit,204193,"PATG1102N Turbo II Air Hydraulic pumps,Working pressure:700bar,Treadle 3/3Valve for S/A cylinder operation Weight :8.2 kg Make- Enerpac",N78-FOOTPUMPPATG1102,
edit,204194,"GA3  Gauge adaptor,1/4 incj NPTF Make- Enerpac",N78-GAUGEADPTGA3,
edit,204195,"G2535L Hydraulic pressure Guage 700 bar,63mm DIA,1/4 inch NPTF Threaded lower mount Make-Enerpac",N78-HYDPRESGAUGE,
edit,204196,"H9206 Hydraulic hose, length:6 feet, working pressure:700 bar,3/8 inch NPTF Threaded end connection at both end Make- Enerpac",N78-HYDHOSEH92066,
edit,204197,101151404 Coupling NPTF 3/8 Female w.p 1000bar 101151404,N78-COPLINGNPTF38F,
edit,204198,Ultralife 9V Lithium Battery (U9VL-JP) 1200 mAh,N35BATHROOMFITTING19,
edit,204199,"KIRLOSKAR MAKE MONOBLOCK PUMP GMC- 116, 0.75/1 KW/HP, THREE PHASE, SIZE -50X40",N35PUMP0010040,
edit,204200,FAIRCHILD PRESSURE REGULATOR 0.1 - 4BAR 3/8 inch,N39PRESUREREGULATR23,
edit,204201,FAIRCHILD PRESSURE REGULATOR 0 - 0.7BAR 3/8 INCH  NPT,N39PRESUREREGULATR43,
edit,204202,TE CONNECTIVITY SPEED SENSOR OF LD MR TURBOCHARGER,N39SPEEDSENSORTURBO,
edit,204203,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Fuel Isolation Solenoid, Length 270 mm",N8214STEELPIPE270M,
edit,204204,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Coolant Isolation Solenoid, Length 1200 mm",N8214SPIPE1200MM,
edit,204205,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Main Air Isolation Solenoid , Length 2050 mm",N8214SSPIPE2050MM,
edit,204206,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Main Air Isolation Solenoid , Length 1850 mm",N8214SSPIPE1850MM,
edit,204207,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Main Air Bleed/Vent Solenoid , Length 1500 mm",N8214SSPIPE1500MM,
edit,204208,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Main Air Bleed/Vent Solenoid , Length 1600 mm",N8214SSPIPE1600MM,
edit,204209,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Turbo Oil Isolation Solenoid , Length 650 mm",N8214SSPIPE650MM,
edit,204210,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Turbo Oil Isolation Solenoid , Length 600 mm",N8214SSPIPE600MM,
edit,204211,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Turbo Coolant Isolation Solenoid , Length 450 mm",N8214SSPIPE450MM,
edit,204212,"STANDARD 1/4 INCH PTFE Lined Single Braided Stainless Steel Flex Pipe For Turbo Coolant Isolation Solenoid , Length 1100 mm",N8214SSPIPE1100MM,
edit,204213,"STANDARD 8 mm PTFE Lined Single Braided Stainless Steel Flex Pipe For 10 Bar Air Supply To Burner, Length 1000 mm",N82PTFESPIPE1000MM,
edit,204214,"STANDARD 8 mm PTFE Lined Single Braided Stainless Steel Flex Pipe For Fuel Supply To Burner, Length 1500 mm",N82PTFESPIPE1500MM,
edit,204215,"STANDARD 8 mm PTFE Lined Single Braided Stainless Steel Flex Pipe For Fuel Supply To Burner, Length 1000 mm",N828MMSPIPE1000MM,
edit,204216,"STANDARD 8 mm PTFE Lined Single Braided Stainless Steel Flex Pipe For Fuel Supply To Burner, Length 500 mm",N8214SPIPE500MM,
edit,204217,"STANDARD 3 INCH Bypass Hose for Air Reciever, Tx no. 13941, Pressure 25 to 150 Deg C, Temperature 10 Bar",N82BYPASHOSETX13941,
edit,204218,"STANDARD 5 INCH Bypass Hose for Air Reciever, Tx no. 10585, Pressure 25 to 150 Deg C, Temperature 10 Bar",N82BYPASHOSETX10585,
edit,204219,P80 Emulsion solution,N55P80EMULSON,"<div><p>P-80&reg; Emulsion Temporary Assembly Lubricant is a biodegradable assembly aid that eases installation of tight-fitting rubber and plastic parts by reducing the force needed for insertion. Once assembly is complete, the lubricant dries and the part returns to its original condition. P-80&reg; Temporary Assembly Lubricants can be applied manually or automatically, by dip, brush, or spray techniques.</p>
<p>P-80&reg; Emulsion Temporary Assembly Lubricant is used to install hoses, o-rings, seals, bushings, gaskets, grommets, grips, and many other rubber and plastic parts. Use P-80&reg; Emulsion when a thin film of lubricant is desired.</p>
<p>Typical viscosity of P-80&reg; Emulsion: 150 cps at 25&deg; C</p></div>"
edit,204220,MEDIUM SIZE LOCK 50 mm,N39LOCKMEDIUM,
edit,204222,DOW CORNING 732 SEALENT 90 ML,N52-SEALRTV90ML,"<div><p>Black multi-purpose silicone adhesive/sealant for food industry<br /><br /><b>Field of application</b></p>
<ul>
<li>General industrial sealing and bonding applications</li>
<li>Complies with MIL-A-46106A and FDA 177.2600</li>
</ul>
<p><b>Properties</b></p>
<ul>
<li>One-component adhesive/sealant</li>
<li>Cures at room temperature when exposed to moisture in the air</li>
<li>Acetoxy cure system</li>
<li>Non-sag, paste consistency</li>
<li>Easy to apply</li>
<li>Cures to a tough, flexible rubber</li>
<li>Good adhesion to many substrates</li>
<li>Stable and flexible from -60&deg;C (-76&deg;F) to +180&deg;C (356&deg;F), with short peaks up to +205&deg;C (401&deg;F)</li>
<li>Black version: stable and flexible from -60&deg;C (-76&deg;F) to +205&deg;C (401&deg;F), with short peaks up to +230&deg;C (446&deg;F)</li>
<li>Excellent dielectric properties</li>
<li>Complies with MIL-A-46106A</li>
<li>Complies with FDA 177.2600</li>
<li>Available in white, black or clear</li>
</ul></div>"
edit,204223,Laser alignment system D90 BTA.,N33LASERALIGN,
edit,204224,CABLE CARRIER WITH SINGLE HOLE JUMBO TYPE CCA/JP-69,N37MTRI7092198,
edit,204225,STANDARD HAND HELD UV LAMP ASSEMBLY,N37UVLAMPHAND,
edit,204226,STANDARD U.V GOGGLE,N36STANDUVGOGGLE,
edit,204227,AFFF foam solution for Foam monitor at diesel yard,N35AFFFSOLUTION,
edit,204228,DIAPHRAM PUMP HIPPO MAKE PART NO-6901100001,N35PANT7180486,
edit,204229,TOUCHLESS LIQUID SOAP DISPENSER 800 ml -Automatic – Model AQSA 7273,N43SOAPDISPENSER,
edit,204230,Anchor Fastener 12x75,N51EG-012-0154,
edit,204231,Anchor Fastener 12x100,N31EG-012-0326,
edit,204232,Anchor Fastener 16x100,N31EG-012-0365,
edit,204233,"KRM-K-OSLTP-NDK, OSHA Safety Lock Tag Padlocks / Locks - With SINGLE key - 38mm Height - NYLON Shackle",N69LOTOTOOL-003,
edit,204234,Bata Black Men Formal Lace up 821-6913,N69SHOEBATAFORMAL001,"<div>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">Sole: manmade</span></li>
<li><span class=""a-list-item"">Closure: Slip On</span></li>
<li><span class=""a-list-item"">Shoe Width: Medium</span></li>
<li><span class=""a-list-item"">Material Type: Leather</span></li>
<li><span class=""a-list-item"">Lifestyle: Formal</span></li>
<li><span class=""a-list-item"">Closure Type: Slip On</span></li>
<li><span class=""a-list-item"">Care Instructions: Clean your shoes with leather cleaner or leather shampoo, and use a good quality brush to remove loose surface dirt; if your shoes are wet after cleaning, let them air-dry before your proceed with the next step; dry shoes in room temperature only and never expose them to the sun, heat from the sun will cause the leather to shrink, wrinkle, harden, dry, and crack</span></li>
<li><span class=""a-list-item"">Original Bata Shoes @ Bata Silla</span></li>
</ul>
</div>"
edit,204235,JOCKEY SOCKS FULL ANKEL BLACK IN COLOUR FORMAL,N69SOCKS001,"<div><ul>
<li><b>Fabric Details : 63% Cotton, 3% Spandex &amp; 34% Nylon</b></li>
<li>Mercerized Cotton Socks for smoother feel</li>
<li>Comfortable toe calf length socks</li>
<li>Elastane welt for firm 'no-sag' grip</li>
<li>Reinforced heel &amp; toe</li>
<li>Authentic Jockey&reg; Branding</li>
<li>Formal socks for all day superior comfort</li>
</ul>
<div class=""washIcons ng-star-inserted""><img src=""https://static05.jockey.in/uploads/productcareimages/Tumble_dry_low.png"" alt=""Tumble dry low"" />Tumble dry low</div>
<div class=""washIcons ng-star-inserted"">&nbsp;</div>
<div class=""washIcons ng-star-inserted"">&nbsp;</div></div>"
edit,204236,"CLAMPING UNIT, HSK-A100/B-125-B PART NO- 95.600.037.2.6, COLOR-BLACK WITH CLAMPING SCREW M16*1",N36MAZAK1001-043,
edit,204237,"CLAMPING UNIT, HS-100/B-125 PART NO- 95.600.003.3.6, COLOR-BLACK WITH CLAMPING SCREW M16*1",N36TAL10040095,
edit,204239,EUREKA FORBES VACUUM CLEANER DRY TYPE  MODEL PRO VAC POWER PRODUCT CODE GMPDZPOWERNEW0 WITH HEPA FILTER,N43VACUUMCLEANER0001,"<div><ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">Equipped with paper bags for easy collection and disposal</span></li>
<li><span class=""a-list-item"">Foot operated on/off switch</span></li>
<li><span class=""a-list-item"">Cord winder and tools housing on machine itself</span></li>
<li><span class=""a-list-item"">Trip switch feature for added safety</span></li>
<li><span class=""a-list-item"">Triple filtration system ensures that air flowing out of the machine is dust free</span></li>
</ul></div>"
edit,204240,SUPPLY OF 300 SQMM COPPER LUGS HEAVY DUTY CLOSED END,N37ELESPARES-036,
edit,204241,ZIEL MAKE Filter of Prefilter,N39FILTERZIEL,
edit,204242,Telle Make EPDM Hose Part No:- 1003110390 Dimension ID : 7.5mmThickness : 3 mm (Per meter),N36-TELLE-EPDM-HOSE,
edit,204243,MEDIUM SIZE LOCK 50 MM,N39LOCKMEDIUM1,
edit,204244,"Pressure Gauge Range - 10 Bar Dial Size -2.5INCH Connection Type- Bottom, Glycerine Filled Make Wika",N35PRESSUREGAUGE,
edit,204246,MEM-NOZ-OP10-Inventory Item-IN6.037.210HM04-S-E11990 s.c. special  boring bar Ø5/6mm incl. TiAlN-coating Drawing No.: 022-800-01017 MOQ 30 Nos. Make TTC,N31MEM01221,
edit,204247,JOCKEY SOCKS MODEL 70-36,N69SOCKS002,"<div>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">Collection: Sport; Style no: 7036</span></li>
<li><span class=""a-list-item"">79.96 percent cotton and 15.8 percent nylon</span></li>
<li><span class=""a-list-item"">Terry inside for cushioning and absorbency</span></li>
<li><span class=""a-list-item"">Comfortable toe ankle socks</span></li>
<li><span class=""a-list-item"">Elastane welt for a 'no-sag' grip</span></li>
<li><span class=""a-list-item"">Authentic Jockey branding</span></li>
<li><span class=""a-list-item"">Sport socks for all day comfort</span></li>
<li><span class=""a-list-item"">Country of Origin: India</span></li>
</ul>
</div>"
edit,204248,"Jabbal Make surge tester, Model-D-5k, Main testing cord and instruction manual. Test Voltage-0 to 5000V. Capacitance 0.02µF Accessories- Foot switch, Wireless keyboard and mouse.",N34-JABBALD5K,
edit,204249,Sealed rechargeable battery Model: AT12-1.3 ( 12V1.3AH/20HR) Make- Amptek,N35RCHRGBLEBATTERY,
edit,204250,Acrylic Sheet 8' x 4' feet 10 mm thickness,N71EG-012-0943,
edit,204251,Poly Box Bag 820 x 660 x 900 mm - 125 mic (N),N50-KALIKA-POLY38,
edit,204252,Legrand 555124 – STRAIGHT PLUG 16A 2P E 200/250V AC P17 TEMPRA PRO IP44 LV,N37SOCKET16A-01,
edit,204255,Kent Oil meter 50mm Size,N35KENTOIL001,
edit,204256,Pulse Generator Kent Oil Meter,N35KENTOIL002,
edit,204258,G25 Pump Model No.-G25XKCTHFEYA,N36LNDS4351052,
edit,204259,PRV for G25 Pump Model No.-C23DBBNSSJG,N36LNDS4351053,
edit,204260,"Base plate for G25 pump, Nylon teeth coupling, MS coupling guard, Gear box with 9.3 KW, 4 pole, B5,IE2, foot mounted standard motor. Make CGL/ LHP/ Hindustan/ Rotomotive or equivalent",N36LNDS4351054,
edit,204261,"Flexlink Motor/gear , WA30 37rpm 0.55kW 230/400V 2,30/1,32A 50Hz STD",N38PUM01229,
edit,204262,"Flexlink End drive unit , Zero Unit without motor , XBEB 0A85HRP",N36PUM01230,
edit,204263,"Flexlink Standard stop, XBPD 20X10",N36PUM01231,
edit,204264,"Flexlink Slide rail , XBCR 25 U",N36PUM01233,
edit,204265,"Flexlink End drive unit , XTEB 0 RNPD210",N36PUM01234,
edit,204266,"Flexlink Pneumatic pallet stop, XTPD U200",N36PUM01235,
edit,204267,"Flexlink Plain chain, XTTP 5",N36PUM01236,
edit,204268,"Flexlink Slide rail , XTCR 25 H",N36PUM01237,
edit,204269,"Flexlink Slide rail , XTCR 3 HB",N36PUM01238,
edit,204270,"Flexlink Pin insertion tool for chain, XLMJ 4 P",N36CHAINTOOL1,
edit,204271,Flexlink Pin insertion tool for chain XLMJ 6P,N36CHAINTOOL2,
edit,204272,"Flexlink Spare part kit of XT-model conveyor , 5053325",N36SPAREKIT5053325,
edit,204274,"Flexlink Wheel of XT-model conveyor, 5111659",N36WHEELKIT5111659,
edit,204275,"Flexlink Wheel kit of XT- model conveyor , 5111660",N36WHEELKIT5111660,
edit,204276,"Flexlink Spare part kit of X85- model conveyor , 5110796",N36SPAREKIT5110796,
edit,204277,"Flexlink Spare part kit of X85- model conveyor, 5111177",N36SPAREKIT5111177,
edit,204278,"Flexlink Side plate kit of X85-model conveyor, 5111565",N36SPAREKIT5111565,
edit,204279,O-Ring -P10,N36TAL10040096,
edit,204280,O-Ring -P14,N36TAL10040097,
edit,204281,O-Ring-P24,N36TAL10040098,
edit,204282,O-Ring-P25,N36TAL10040099,
edit,204283,Oil Seal -LBH-25(332506),N36TAL10040100,
edit,204284,Ring-J-SUN-2BP-24 (GOLDEN SUN SPARE),N36TAL10040101,
edit,204285,Anti-dust ring -TG5200650-Z80 (GOLDEN SUN SPARE),N36TAL10040102,
edit,204286,O-Ring -P49,N36TAL10040103,
edit,204287,BLUE GOLD DEGREASER,N56BLUEGOLD,
edit,204288,Liquid Nitrogen with transport charges Abhijit Make,N78NITROGENTANK,
edit,204289,Make Atom Precision Tail stock female half center CFS import from USA,N3112SHI301000,
edit,204290,Supo 8 inch break wheel with swivel bracket,N80TROLYWHLBKT8,
edit,204291,ELECTRONIC AIR GUN PUMP FILLING AIR IN AIR BAG,N39ELECTRONICAIRGUN,
edit,204292,Wilo Pump Model ATOMS GIGA 125-250 With Motor ABBIE3-18.5 KW Assembled With All Hardware,N36TESTCELLPM-018,
edit,204293,JAGGERY,N55JAGGEY,
edit,204296,Rod seal for HC650,N36RSEALHC650,
edit,204297,Piston seal for HC650,N36PSEALHC650,
edit,204298,Complete Seal Kit for APC door cylinder,N36SEALKIT,
edit,204299,O-ring Kit NBR,N36ORINGKITNBR,
edit,204300,JEANS DANGRI FULL,N69JEANSDANGRI01,
edit,204302,"Watson Marlow make pump Bottom Tube clamp (LH) Part -Part No-MN2006A (520R, 520R2)",N36-LHMN2006A,
edit,204303,"Watson Marlow make pump Top Tube clamp (RH) Part no- MN2005A (520R, 520R2)",N36-RHMN2005A,
edit,204304,"Watson Marlow make pump Pumping Guard complete with tool – unlockable latch,Part No-MNA2050A(520R,520R2)",N36-MNA2050A,
edit,204305,RAT TRAP,N43RATTRAP01,
edit,204306,RODENT BOX,N43RODENTBOX01,
edit,204307,"DYMAX VALVE MODEL 475, T15988 for injector line",N3613DYMXVALE457,
edit,204308,"SPACER, T15316   for injector line",N37S5316,
edit,204309,"PISTON, T15339  for injector line",N37P5339,
edit,204310,"4-40 x 0.375&quot; SOCKET HEAD SCREW, T14856  for injector line",N374-40SHS4856,
edit,204311,"SPRING, T14936  for injector line",N37S4936,
edit,204312,"0.25&quot; OD Tube, 10-32,ELBOW, T11711  for injector line",N37025OT10-32E,
edit,204313,"0.25&quot; OD Tube x 1/8 NPT ELBOW, T11686  for injector line",N38025OT10-8E,
edit,204314,"ADJUSTING SCREW, T10188  for injector line",N37AD0188,
edit,204315,"BlueWave® 200 Spot Curing System, Bluewave 200  for injector line",N37DBLUEWAVE200,
edit,204316,Model 345 Digital Valve Controller for injector line,N37DDVC345,
edit,204317,SB-100 Controller with Aux Cable for injector line,N37DSB-100,
edit,204318,"DIAPHRAGM, T15317  for injector line",N37D5317,
edit,204319,"O-RING, T15323  for injector line",N37O5323,
edit,204320,"SILICONE O-RING/009, T10096  for injector line",N37SO0096,
edit,204321,"0.25&quot; OD LUER-LOK FITTING, T11819 for injector line",N37025OLLF1181,
edit,204324,Welding holder 200A,N35WELDHOLDER,
edit,204325,Welding machine steel earthing clamp,N35ERTHWELDMAC,
edit,204326,Welding screen,N35WELDSCREEN,
edit,204327,FRP MOLDED GRATINGS (OPEN ENDS) AS PER GIVEN SIZE,N35FRPMOLD002,
edit,204328,FRP ANGLE AS PER GIVEN SIZE,N35FRPANGLE001,
edit,204329,Welding machine cable 20 meter with 4 terminals (Lugs),N35WELDMACABLE,
edit,204330,Siemens Plastic 63A 3 Pole Miniature Circuit Breaker (White and Grey),N35MINICRCTBRAKER,
edit,204331,Almonard 24Inch 600MM Air Circulator 600 mm Ultra High Speed 3 Blade Pedestal Fan,N35CIRBLADEFAN,
edit,204333,ROTEX GS 19DC complete coupling with clamping HUB,N36COUPLING2,
edit,204334,ROTEX GS 19 spider,N36SPIDER19,
edit,204335,NB 65-200/190 AF2ABAQE_With MS Base Frame GRUNDFOS Pump,N36PUMPTESTCL-01,
edit,204336,FOOD GRADE CONTAINER WITH LID FOR LUNCH or DINNER FIVE COMPARTMENT,N70FOODCONTAINER01,
edit,204337,FOOD GRADE CONTAINER WITH LID FOR BREAKFAST THREE COMPARTMENT,N70FOODCONTAINER02,
edit,204338,TARPAULIN 350GSM WITH EYELETS,N50TARPAULIN350GSM01,"<div><h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">100% WATERPROOF</span></li>
<li><span class=""a-list-item"">REINFORCED WITH ALUMINUM EYELETS AND ROPE ON ALL SIDES</span></li>
<li><span class=""a-list-item"">STRONG AND DURABLE</span></li>
<li><span class=""a-list-item"">STRUDY, STRONG AND LONG LASTING</span></li>
<li><span class=""a-list-item"">FULL PROTECTION FROM RAIN, HEAT AND SUNLIGHT</span></li>
</ul></div>"
edit,204339,Supply of 35KVAR APFC panel (Thyristor Logic) as per BOM,N37RTFCPANEL,
edit,204340,Autonics Make Area Sensor Model BW40-08,N35-SENSOROBW40-08,
edit,204341,Autonics Make Connector Cable Model CID-5T,N35-CONNECTORCID-5T,
edit,204342,Autonics Make Sensor controller Model PA10-U,N35-CONTROLLER-PA-U,
edit,204343,SANITARY PAD NAPKIN UDGAM,N43SANITARY01,
edit,204345,100X 50mm GI perforated cable tray with cover,N37ELECSPARES-010,100X 50mm GI perforated cable tray with cover
edit,204346,150X 50mm GI perforated cable tray with cover,N37ELECSPARES-011,150X 50mm GI perforated cable tray with cover
edit,204347,250X 50mm GI perforated cable tray with cover,N37ELECSPARES-012,250X 50mm GI perforated cable tray with cover
edit,204348,Dowells make Double compression Gland 1inch,N37ELECSPARES-013,Dowells make Double compression Gland 1inch
edit,204349,Dowells make Double compression Gland 2inch,N37ELECSPARES-014,Dowells make Double compression Gland 2inch
edit,204350,Dowells make Double compression Gland 3inch,N37ELECSPARES-015,Dowells make Double compression Gland 3inch
edit,204351,Dowells make Double compression Gland 4inch,N37ELECSPARES-016,Dowells make Double compression Gland 4inch
edit,204352,Bosch make Drill Machine Hammering,N37ELECSPARES-020,Bosch make Drill Machine Hammering
